지역,연월,인구수,화물차수
경기도 용인시 처인구,202603,283163,17841
경기도 용인시 처인구,202604,284074,18125
경기도 용인시 처인구,202605,284570,18596
경기도 용인시 처인구,202606,285438,18272
경기도 용인시 처인구,202607,286304,18236
경기도 의왕시,202307,157005,13137
경기도 의왕시,202308,156816,13277
경기도 의왕시,202309,157311,13617
경기도 의왕시,202310,157568,14040
경기도 의왕시,202311,158353,13521
경기도 의왕시,202312,158178,13680
경기도 의왕시,202401,157536,13714
경기도 의왕시,202402,157010,13618
경기도 의왕시,202403,156452,13429
경기도 의왕시,202404,155796,13895
경기도 의왕시,202405,155054,13797
경기도 의왕시,202406,154908,13954
경기도 의왕시,202407,154639,14010
경기도 의왕시,202408,154427,13631
경기도 의왕시,202409,154227,13808
경기도 의왕시,202410,154012,14043
경기도 의왕시,202411,153950,14074
경기도 의왕시,202412,153759,13946
경기도 의왕시,202501,153627,14042
경기도 의왕시,202502,153359,14156
경기도 의왕시,202503,153233,13897
경기도 의왕시,202504,153254,14298
경기도 의왕시,202505,153192,14186
경기도 의왕시,202506,154626,14356
경기도 의왕시,202507,156087,14517
경기도 의왕시,202508,156826,14230
경기도 의왕시,202509,157542,14286
경기도 의왕시,202510,158390,14336
경기도 의왕시,202511,159052,14548
경기도 의왕시,202512,159681,14262
경기도 의왕시,202601,160153,14489
경기도 의왕시,202602,160501,14429
경기도 의왕시,202603,161537,14575
경기도 의왕시,202604,162301,14287
경기도 의왕시,202605,162411,14693
경기도 의왕시,202606,163556,14675
경기도 의왕시,202607,165036,14910
경기도 의정부시,202307,462159,25790
경기도 의정부시,202308,462196,25755
경기도 의정부시,202309,462334,25857
경기도 의정부시,202310,462507,25760
경기도 의정부시,202311,462044,26383
경기도 의정부시,202312,461669,25800
경기도 의정부시,202401,461199,26893
경기도 의정부시,202402,460565,27125
경기도 의정부시,202403,459983,26636
경기도 의정부시,202404,459539,27562
경기도 의정부시,202405,459198,27915
경기도 의정부시,202406,458720,27147
경기도 의정부시,202407,458203,27647
경기도 의정부시,202408,457840,28104
경기도 의정부시,202409,457824,28307
경기도 의정부시,202410,458152,28028
경기도 의정부시,202411,458520,28269
경기도 의정부시,202412,458768,28273
경기도 의정부시,202501,458661,28651
경기도 의정부시,202502,459026,28169
경기도 의정부시,202503,459128,29163
경기도 의정부시,202504,459181,28560
경기도 의정부시,202505,459174,29578
경기도 의정부시,202506,459267,28880
경기도 의정부시,202507,459136,29671
경기도 의정부시,202508,459035,29960
경기도 의정부시,202509,459218,29449
경기도 의정부시,202510,459304,30099
경기도 의정부시,202511,458989,30004
경기도 의정부시,202512,459131,30501
경기도 의정부시,202601,459102,30258
경기도 의정부시,202602,459176,31105
경기도 의정부시,202603,459054,30450
경기도 의정부시,202604,459346,31127
경기도 의정부시,202605,459445,30584
경기도 의정부시,202606,459563,31383
경기도 의정부시,202607,459526,31696
경기도 이천시,202307,222879,21785
경기도 이천시,202308,222906,21935
경기도 이천시,202309,222812,22054
경기도 이천시,202310,222780,22119
경기도 이천시,202311,221895,21687
경기도 이천시,202312,221345,22013
경기도 이천시,202401,220925,21855
경기도 이천시,202402,220719,22028
경기도 이천시,202403,220581,22289
경기도 이천시,202404,220716,22146
경기도 이천시,202405,220932,22352
경기도 이천시,202406,221845,22329
경기도 이천시,202407,222295,22418
경기도 이천시,202408,222799,22775
경기도 이천시,202409,222655,23085
경기도 이천시,202410,222550,22818
경기도 이천시,202411,221864,22948
경기도 이천시,202412,221683,22917
경기도 이천시,202501,221660,23188
경기도 이천시,202502,221564,22983
경기도 이천시,202503,221515,22980
경기도 이천시,202504,221920,23318
경기도 이천시,202505,222052,23146
경기도 이천시,202506,222610,22928
경기도 이천시,202507,223445,23572
경기도 이천시,202508,224024,23620
경기도 이천시,202509,223508,22703
경기도 이천시,202510,223390,23103
경기도 이천시,202511,222712,23607
경기도 이천시,202512,222248,23834
경기도 이천시,202601,222161,23341
경기도 이천시,202602,222186,23535
경기도 이천시,202603,222519,24181
경기도 이천시,202604,222799,23340
경기도 이천시,202605,222921,23767
경기도 이천시,202606,224025,24024
경기도 이천시,202607,225193,24248
경기도 파주시,202307,494664,19221
경기도 파주시,202308,494731,19188
경기도 파주시,202309,495040,19725
경기도 파주시,202310,495523,19932
경기도 파주시,202311,495706,20326
경기도 파주시,202312,495664,20651
경기도 파주시,202401,497802,20436
경기도 파주시,202402,500375,20180
경기도 파주시,202403,501477,20539
경기도 파주시,202404,502930,21001
경기도 파주시,202405,503599,20851
경기도 파주시,202406,504215,20984
경기도 파주시,202407,505412,20969
경기도 파주시,202408,506185,21648
경기도 파주시,202409,506594,21790
경기도 파주시,202410,507247,21959
경기도 파주시,202411,507897,22360
경기도 파주시,202412,509088,22353
경기도 파주시,202501,511434,22124
경기도 파주시,202502,512543,22080
경기도 파주시,202503,513303,22485
경기도 파주시,202504,514374,22752
경기도 파주시,202505,515362,22636
경기도 파주시,202506,516798,22147
경기도 파주시,202507,518632,22950
경기도 파주시,202508,519325,22673
경기도 파주시,202509,520470,23346
경기도 파주시,202510,521631,23328
경기도 파주시,202511,522377,23714
경기도 파주시,202512,523809,24315
경기도 파주시,202601,524973,24084
경기도 파주시,202602,526410,24066
경기도 파주시,202603,528015,24182
경기도 파주시,202604,529217,23999
경기도 파주시,202605,529967,24527
경기도 파주시,202606,531236,24273
경기도 파주시,202607,532338,24986
경기도 평택시,202307,584271,39628
경기도 평택시,202308,584764,40904
경기도 평택시,202309,585551,40438
경기도 평택시,202310,586610,41702
경기도 평택시,202311,587327,40686
경기도 평택시,202312,588147,40669
경기도 평택시,202401,589007,40293
경기도 평택시,202402,589245,40559
경기도 평택시,202403,589918,40995
경기도 평택시,202404,590396,40799
경기도 평택시,202405,590681,40633
경기도 평택시,202406,591305,40685
경기도 평택시,202407,591780,41386
경기도 평택시,202408,592342,40916
경기도 평택시,202409,593341,41756
경기도 평택시,202410,594152,41947
경기도 평택시,202411,594775,42418
경기도 평택시,202412,595603,41368
경기도 평택시,202501,596178,42359
경기도 평택시,202502,596641,42472
경기도 평택시,202503,597034,43944
경기도 평택시,202504,597755,43149
경기도 평택시,202505,598747,42921
경기도 평택시,202506,599477,42758
경기도 평택시,202507,600079,42775
경기도 평택시,202508,601173,42885
경기도 평택시,202509,602693,43363
경기도 평택시,202510,604507,41992
경기도 평택시,202511,605957,42528
경기도 평택시,202512,607509,42624
경기도 평택시,202601,609230,43605
경기도 평택시,202602,610563,43603
경기도 평택시,202603,612231,43221
경기도 평택시,202604,613662,43588
경기도 평택시,202605,615402,42511
경기도 평택시,202606,616829,44453
경기도 평택시,202607,617903,43893
경기도 포천시,202307,143502,7772
경기도 포천시,202308,143321,7874
경기도 포천시,202309,143229,7889
경기도 포천시,202310,143001,8019
경기도 포천시,202311,142865,8210
경기도 포천시,202312,142684,8176
경기도 포천시,202401,142530,8112
경기도 포천시,202402,142174,8054
경기도 포천시,202403,141934,8265
경기도 포천시,202404,141929,8240
경기도 포천시,202405,141817,8350
경기도 포천시,202406,141753,8209
경기도 포천시,202407,141526,8212
경기도 포천시,202408,141356,8357
경기도 포천시,202409,141223,8464
경기도 포천시,202410,140984,8224
경기도 포천시,202411,140917,8314
경기도 포천시,202412,140818,8589
경기도 포천시,202501,140802,8628
경기도 포천시,202502,140622,8410
경기도 포천시,202503,140644,8592
경기도 포천시,202504,140548,8569
경기도 포천시,202505,140586,8693
경기도 포천시,202506,140541,8645
경기도 포천시,202507,140356,8611
경기도 포천시,202508,140260,8847
경기도 포천시,202509,140135,8675
경기도 포천시,202510,140051,8792
경기도 포천시,202511,139904,8572
경기도 포천시,202512,139867,8878
경기도 포천시,202601,139886,8968
경기도 포천시,202602,139783,8867
경기도 포천시,202603,139859,8845
경기도 포천시,202604,139864,8967
경기도 포천시,202605,139895,9101
경기도 포천시,202606,139905,8929
경기도 포천시,202607,139891,9029
경기도 하남시,202307,327366,25559
경기도 하남시,202308,327963,25347
경기도 하남시,202309,328413,26782
경기도 하남시,202310,328371,26024
경기도 하남시,202311,328590,26267
경기도 하남시,202312,328626,26740
경기도 하남시,202401,328461,27431
경기도 하남시,202402,328256,26797
경기도 하남시,202403,327975,27701
경기도 하남시,202404,328254,27521
경기도 하남시,202405,328625,27930
경기도 하남시,202406,328800,27579
경기도 하남시,202407,328791,28510
경기도 하남시,202408,328509,28291
경기도 하남시,202409,328483,28474
경기도 하남시,202410,328289,28825
경기도 하남시,202411,328084,29117
경기도 하남시,202412,327875,29158
경기도 하남시,202501,327635,28995
경기도 하남시,202502,327174,29610
경기도 하남시,202503,326888,30006
경기도 하남시,202504,326889,29734
경기도 하남시,202505,327003,30047
경기도 하남시,202506,326975,29329
경기도 하남시,202507,326785,30420
경기도 하남시,202508,326609,30518
경기도 하남시,202509,326545,31014
경기도 하남시,202510,326619,30782
경기도 하남시,202511,326639,30760
경기도 하남시,202512,326708,31508
경기도 하남시,202601,326816,31540
경기도 하남시,202602,326516,32246
경기도 하남시,202603,326600,31998
경기도 하남시,202604,326468,32048
경기도 하남시,202605,326350,32392
경기도 하남시,202606,326286,32305
경기도 하남시,202607,326217,33061
경기도 화성시,202307,930232,107503
경기도 화성시,202308,931883,109889
경기도 화성시,202309,934787,107550
경기도 화성시,202310,936932,107297
경기도 화성시,202311,938991,107525
경기도 화성시,202312,941840,105795
경기도 화성시,202401,944075,109191
경기도 화성시,202402,945857,106966
경기도 화성시,202403,947423,109117
경기도 화성시,202404,948716,107503
경기도 화성시,202405,949720,107681
경기도 화성시,202406,951137,103649
경기도 화성시,202407,954023,104711
경기도 화성시,202408,955980,103610
경기도 화성시,202409,959230,103120
경기도 화성시,202410,962583,101264
경기도 화성시,202411,964279,104006
경기도 화성시,202412,966277,103261
경기도 화성시,202501,969284,102669
경기도 화성시,202502,972503,98621
경기도 화성시,202503,974114,101537
경기도 화성시,202504,974726,101178
경기도 화성시,202505,975714,100884
경기도 화성시,202506,977119,99332
경기도 화성시,202507,979271,99313
경기도 화성시,202508,981863,99874
경기도 화성시,202509,984199,98818
경기도 화성시,202510,985702,99280
경기도 화성시,202511,986523,97005
경기도 화성시,202512,987469,100746
경기도 화성시,202601,988605,97347
경기도 화성시,202602,990496,95635
경기도 화성시,202603,992805,98534
경기도 화성시,202604,994124,96328
경기도 화성시,202605,995246,96031
경기도 화성시,202606,996275,95068
경기도 화성시,202607,997198,93259
경상남도 거제시,202307,233796,14616
경상남도 거제시,202308,233664,15068
경상남도 거제시,202309,233558,14699
경상남도 거제시,202310,233500,15001
경상남도 거제시,202311,233262,14705
경상남도 거제시,202312,233181,14732
경상남도 거제시,202401,233079,14564
경상남도 거제시,202402,232693,14606
경상남도 거제시,202403,232347,14760
경상남도 거제시,202404,232295,14540
경상남도 거제시,202405,232208,14641
경상남도 거제시,202406,232157,14482
경상남도 거제시,202407,232221,14383
경상남도 거제시,202408,232129,14170
경상남도 거제시,202409,232127,14339
경상남도 거제시,202410,232027,14374
경상남도 거제시,202411,232075,13999
경상남도 거제시,202412,232100,14262
경상남도 거제시,202501,231903,14195
경상남도 거제시,202502,231220,14426
경상남도 거제시,202503,231101,13822
경상남도 거제시,202504,231254,13810
경상남도 거제시,202505,231181,14219
경상남도 거제시,202506,231055,14105
경상남도 거제시,202507,230852,14073
경상남도 거제시,202508,230632,14074
경상남도 거제시,202509,230528,13983
경상남도 거제시,202510,230563,13914
경상남도 거제시,202511,230416,14016
경상남도 거제시,202512,230260,13687
경상남도 거제시,202601,229987,13737
경상남도 거제시,202602,229243,13668
경상남도 거제시,202603,228717,13876
경상남도 거제시,202604,228639,13433
경상남도 거제시,202605,228414,13504
경상남도 거제시,202606,228232,13494
경상남도 거제시,202607,228091,13636
경상남도 거창군,202307,60135,2063
경상남도 거창군,202308,60028,2117
경상남도 거창군,202309,60014,2077
경상남도 거창군,202310,60004,2195
경상남도 거창군,202311,59985,2248
경상남도 거창군,202312,59894,2226
경상남도 거창군,202401,59757,2244
경상남도 거창군,202402,59704,2332
경상남도 거창군,202403,59882,2322
경상남도 거창군,202404,59822,2356
경상남도 거창군,202405,59784,2387
경상남도 거창군,202406,59718,2448
경상남도 거창군,202407,59666,2459
경상남도 거창군,202408,59623,2446
경상남도 거창군,202409,59587,2512
경상남도 거창군,202410,59573,2618
경상남도 거창군,202411,59546,2607
경상남도 거창군,202412,59434,2627
경상남도 거창군,202501,59359,2648
경상남도 거창군,202502,59296,2704
경상남도 거창군,202503,59288,2742
경상남도 거창군,202504,59334,2825
경상남도 거창군,202505,59276,2853
경상남도 거창군,202506,59199,2840
경상남도 거창군,202507,59103,2880
경상남도 거창군,202508,59032,2927
경상남도 거창군,202509,58995,2922
경상남도 거창군,202510,59005,2989
경상남도 거창군,202511,58986,3022
경상남도 거창군,202512,58822,2971
경상남도 거창군,202601,58738,3093
경상남도 거창군,202602,58578,3116
경상남도 거창군,202603,58751,3154
경상남도 거창군,202604,58733,3191
경상남도 거창군,202605,58720,3213
경상남도 거창군,202606,58697,3208
경상남도 거창군,202607,58611,3335
경상남도 고성군,202307,49647,2312
경상남도 고성군,202308,49511,2338
경상남도 고성군,202309,49483,2331
경상남도 고성군,202310,49379,2338
경상남도 고성군,202311,49387,2444
경상남도 고성군,202312,49353,2480
경상남도 고성군,202401,49193,2458
경상남도 고성군,202402,49077,2488
경상남도 고성군,202403,48931,2464
경상남도 고성군,202404,48812,2505
경상남도 고성군,202405,48674,2486
경상남도 고성군,202406,48544,2483
경상남도 고성군,202407,48481,2633
경상남도 고성군,202408,48350,2606
경상남도 고성군,202409,48243,2662
경상남도 고성군,202410,48154,2675
경상남도 고성군,202411,48049,2653
경상남도 고성군,202412,47885,2774
경상남도 고성군,202501,47795,2745
경상남도 고성군,202502,47603,2724
경상남도 고성군,202503,47536,2816
경상남도 고성군,202504,47496,2812
경상남도 고성군,202505,47471,2842
경상남도 고성군,202506,47392,2835
경상남도 고성군,202507,47286,2875
경상남도 고성군,202508,47190,2878
경상남도 고성군,202509,47132,2868
경상남도 고성군,202510,47044,2947
경상남도 고성군,202511,46985,3007
경상남도 고성군,202512,46991,3056
경상남도 고성군,202601,46909,2945
경상남도 고성군,202602,46791,2978
경상남도 고성군,202603,46733,3082
경상남도 고성군,202604,46739,3128
경상남도 고성군,202605,46749,3132
경상남도 고성군,202606,46715,3144
경상남도 고성군,202607,46678,3172
경상남도 김해시,202307,531645,43240
경상남도 김해시,202308,531686,43677
경상남도 김해시,202309,531870,43940
경상남도 김해시,202310,532036,43584
경상남도 김해시,202311,532125,42571
경상남도 김해시,202312,532215,43249
경상남도 김해시,202401,532285,43046
경상남도 김해시,202402,531820,42881
경상남도 김해시,202403,531225,42961
경상남도 김해시,202404,531118,43221
경상남도 김해시,202405,530934,43423
경상남도 김해시,202406,530745,43502
경상남도 김해시,202407,530513,43552
경상남도 김해시,202408,530574,43340
경상남도 김해시,202409,530582,42812
경상남도 김해시,202410,530634,41964
경상남도 김해시,202411,530437,42705
경상남도 김해시,202412,530226,44123
경상남도 김해시,202501,530235,43962
경상남도 김해시,202502,529752,41804
경상남도 김해시,202503,530278,42976
경상남도 김해시,202504,530795,43546
경상남도 김해시,202505,530908,41525
경상남도 김해시,202506,531062,43043
경상남도 김해시,202507,531229,43601
경상남도 김해시,202508,531347,42837
경상남도 김해시,202509,531507,43860
경상남도 김해시,202510,531671,42554
경상남도 김해시,202511,531618,43520
경상남도 김해시,202512,531605,43343
경상남도 김해시,202601,531853,42481
경상남도 김해시,202602,531305,43029
경상남도 김해시,202603,531001,43891
경상남도 김해시,202604,531292,42616
경상남도 김해시,202605,531299,43992
경상남도 김해시,202606,531436,43596
경상남도 김해시,202607,531406,43445
경상남도 남해군,202307,41046,2801
경상남도 남해군,202308,40916,2723
경상남도 남해군,202309,40883,2786
경상남도 남해군,202310,40845,2698
경상남도 남해군,202311,40749,2744
경상남도 남해군,202312,40677,2726
경상남도 남해군,202401,40598,2710
경상남도 남해군,202402,40448,2791
경상남도 남해군,202403,40380,2723
경상남도 남해군,202404,40289,2711
경상남도 남해군,202405,40245,2710
경상남도 남해군,202406,40204,2693
경상남도 남해군,202407,40149,2681
경상남도 남해군,202408,40063,2758
경상남도 남해군,202409,39962,2721
경상남도 남해군,202410,39837,2763
경상남도 남해군,202411,39815,2641
경상남도 남해군,202412,39730,2707
경상남도 남해군,202501,39628,2675
경상남도 남해군,202502,39495,2736
경상남도 남해군,202503,39462,2732
경상남도 남해군,202504,39427,2701
경상남도 남해군,202505,39382,2683
경상남도 남해군,202506,39331,2657
경상남도 남해군,202507,39250,2711
경상남도 남해군,202508,39181,2722
경상남도 남해군,202509,39198,2650
경상남도 남해군,202510,39527,2697
경상남도 남해군,202511,40332,2670
경상남도 남해군,202512,40662,2733
경상남도 남해군,202601,40770,2686
경상남도 남해군,202602,40782,2684
경상남도 남해군,202603,40949,2582
경상남도 남해군,202604,40965,2675
경상남도 남해군,202605,40995,2667
경상남도 남해군,202606,41049,2675
경상남도 남해군,202607,41023,2622
경상남도 밀양시,202307,102022,9015
경상남도 밀양시,202308,101876,9050
경상남도 밀양시,202309,101815,8990
경상남도 밀양시,202310,101779,8800
경상남도 밀양시,202311,101693,8985
경상남도 밀양시,202312,101626,8829
경상남도 밀양시,202401,101498,8775
경상남도 밀양시,202402,101350,8635
경상남도 밀양시,202403,101194,8856
경상남도 밀양시,202404,101133,8587
경상남도 밀양시,202405,100992,8599
경상남도 밀양시,202406,100876,8606
경상남도 밀양시,202407,100767,8466
경상남도 밀양시,202408,100568,8458
경상남도 밀양시,202409,100426,8486
경상남도 밀양시,202410,100378,8547
경상남도 밀양시,202411,100343,8316
경상남도 밀양시,202412,100330,8288
경상남도 밀양시,202501,100184,8217
경상남도 밀양시,202502,99931,8313
경상남도 밀양시,202503,99902,8091
경상남도 밀양시,202504,99805,8154
경상남도 밀양시,202505,99716,8016
경상남도 밀양시,202506,99599,8079
경상남도 밀양시,202507,99429,7940
경상남도 밀양시,202508,99274,7988
경상남도 밀양시,202509,99125,7903
경상남도 밀양시,202510,99074,7954
경상남도 밀양시,202511,98995,8057
경상남도 밀양시,202512,98898,7802
경상남도 밀양시,202601,98735,7879
경상남도 밀양시,202602,98547,7631
경상남도 밀양시,202603,98419,7687
경상남도 밀양시,202604,98379,7604
경상남도 밀양시,202605,98290,7585
경상남도 밀양시,202606,98260,7543
경상남도 밀양시,202607,98168,7568
경상남도 사천시,202307,108646,7366
경상남도 사천시,202308,108502,7256
경상남도 사천시,202309,108566,7325
경상남도 사천시,202310,108677,7446
경상남도 사천시,202311,108672,7500
경상남도 사천시,202312,108705,7505
경상남도 사천시,202401,108746,7608
경상남도 사천시,202402,108655,7694
경상남도 사천시,202403,108627,7410
경상남도 사천시,202404,108666,7609
경상남도 사천시,202405,108602,7828
경상남도 사천시,202406,108548,8096
경상남도 사천시,202407,108482,7923
경상남도 사천시,202408,108397,7992
경상남도 사천시,202409,108342,8135
경상남도 사천시,202410,108292,8096
경상남도 사천시,202411,108277,7994
경상남도 사천시,202412,108198,8035
경상남도 사천시,202501,108118,7948
경상남도 사천시,202502,107803,8251
경상남도 사천시,202503,107780,8185
경상남도 사천시,202504,107784,8579
경상남도 사천시,202505,107732,8242
경상남도 사천시,202506,107733,8439
경상남도 사천시,202507,107841,8440
경상남도 사천시,202508,107926,8462
경상남도 사천시,202509,107868,8393
경상남도 사천시,202510,107742,8443
경상남도 사천시,202511,107655,8588
경상남도 사천시,202512,107619,8750
경상남도 사천시,202601,107640,8695
경상남도 사천시,202602,107577,8729
경상남도 사천시,202603,107470,8703
경상남도 사천시,202604,107491,8841
경상남도 사천시,202605,107509,8864
경상남도 사천시,202606,107583,9267
경상남도 사천시,202607,107548,9060
경상남도 산청군,202307,33962,1666
경상남도 산청군,202308,33875,1692
경상남도 산청군,202309,33786,1667
경상남도 산청군,202310,33723,1648
경상남도 산청군,202311,33679,1677
경상남도 산청군,202312,33667,1682
경상남도 산청군,202401,33641,1679
경상남도 산청군,202402,33610,1664
경상남도 산청군,202403,33575,1702
경상남도 산청군,202404,33515,1670
경상남도 산청군,202405,33469,1643
경상남도 산청군,202406,33433,1674
경상남도 산청군,202407,33390,1659
경상남도 산청군,202408,33329,1703
경상남도 산청군,202409,33292,1699
경상남도 산청군,202410,33266,1651
경상남도 산청군,202411,33227,1688
경상남도 산청군,202412,33176,1731
경상남도 산청군,202501,33122,1711
경상남도 산청군,202502,33061,1673
경상남도 산청군,202503,33077,1671
경상남도 산청군,202504,33076,1705
경상남도 산청군,202505,33041,1672
경상남도 산청군,202506,33006,1653
경상남도 산청군,202507,32944,1679
경상남도 산청군,202508,32913,1664
경상남도 산청군,202509,32841,1716
경상남도 산청군,202510,32774,1700
경상남도 산청군,202511,32688,1686
경상남도 산청군,202512,32666,1696
경상남도 산청군,202601,32661,1710
경상남도 산청군,202602,32601,1656
경상남도 산청군,202603,32584,1690
경상남도 산청군,202604,32641,1681
경상남도 산청군,202605,32592,1726
경상남도 산청군,202606,32557,1704
경상남도 산청군,202607,32554,1710
경상남도 양산시,202307,354023,18588
경상남도 양산시,202308,354019,18588
경상남도 양산시,202309,354176,18624
경상남도 양산시,202310,354286,19367
경상남도 양산시,202311,354411,19320
경상남도 양산시,202312,354251,19573
경상남도 양산시,202401,354479,19490
경상남도 양산시,202402,354542,19444
경상남도 양산시,202403,354653,19845
경상남도 양산시,202404,354702,20048
경상남도 양산시,202405,354837,20149
경상남도 양산시,202406,355407,19789
경상남도 양산시,202407,355958,19839
경상남도 양산시,202408,356526,20162
경상남도 양산시,202409,357219,20223
경상남도 양산시,202410,357805,20858
경상남도 양산시,202411,358244,20920
경상남도 양산시,202412,358691,20853
경상남도 양산시,202501,359080,20788
경상남도 양산시,202502,359140,21131
경상남도 양산시,202503,359210,21253
경상남도 양산시,202504,359302,21454
경상남도 양산시,202505,359305,21128
경상남도 양산시,202506,359446,21623
경상남도 양산시,202507,359477,21515
경상남도 양산시,202508,359563,21609
경상남도 양산시,202509,359717,21956
경상남도 양산시,202510,360034,21562
경상남도 양산시,202511,360169,22175
경상남도 양산시,202512,360304,22313
경상남도 양산시,202601,360500,22055
경상남도 양산시,202602,360484,22776
경상남도 양산시,202603,360382,22916
경상남도 양산시,202604,360544,23133
경상남도 양산시,202605,360617,22342
경상남도 양산시,202606,360583,22907
경상남도 양산시,202607,360462,23168
경상남도 의령군,202307,25697,1797
경상남도 의령군,202308,25618,1795
경상남도 의령군,202309,25568,1853
경상남도 의령군,202310,25538,1858
경상남도 의령군,202311,25467,1846
경상남도 의령군,202312,25419,1842
경상남도 의령군,202401,25385,1851
경상남도 의령군,202402,25340,1838
경상남도 의령군,202403,25296,1841
경상남도 의령군,202404,25301,1831
경상남도 의령군,202405,25260,1860
경상남도 의령군,202406,25203,1865
경상남도 의령군,202407,25188,1840
경상남도 의령군,202408,25177,1901
경상남도 의령군,202409,25115,1842
경상남도 의령군,202410,25082,1865
경상남도 의령군,202411,25039,1857
경상남도 의령군,202412,25097,1901
경상남도 의령군,202501,25041,1879
경상남도 의령군,202502,24947,1946
경상남도 의령군,202503,24893,1935
경상남도 의령군,202504,24855,1908
경상남도 의령군,202505,24820,1961
경상남도 의령군,202506,24801,1908
경상남도 의령군,202507,24748,1947
경상남도 의령군,202508,24703,1933
경상남도 의령군,202509,24618,1894
경상남도 의령군,202510,24587,1941
경상남도 의령군,202511,24571,1946
경상남도 의령군,202512,24580,1948
경상남도 의령군,202601,24538,1965
경상남도 의령군,202602,24478,1919
경상남도 의령군,202603,24451,2008
경상남도 의령군,202604,24451,1960
경상남도 의령군,202605,24432,1984
경상남도 의령군,202606,24483,1962
경상남도 의령군,202607,24468,2005
경상남도 진주시,202307,341674,36192
경상남도 진주시,202308,341478,36057
경상남도 진주시,202309,341293,35860
경상남도 진주시,202310,341033,35875
경상남도 진주시,202311,340846,36235
경상남도 진주시,202312,340363,36262
경상남도 진주시,202401,339813,35992
경상남도 진주시,202402,339348,36921
경상남도 진주시,202403,339327,36085
경상남도 진주시,202404,339174,35556
경상남도 진주시,202405,338996,36413
경상남도 진주시,202406,339036,36319
경상남도 진주시,202407,339042,36919
경상남도 진주시,202408,338866,36369
경상남도 진주시,202409,338686,35720
경상남도 진주시,202410,338565,36604
경상남도 진주시,202411,338336,36342
경상남도 진주시,202412,338067,37124
경상남도 진주시,202501,337731,37009
경상남도 진주시,202502,337796,36647
경상남도 진주시,202503,337560,37348
경상남도 진주시,202504,337279,36318
경상남도 진주시,202505,337063,36412
경상남도 진주시,202506,336840,37034
경상남도 진주시,202507,336633,36795
경상남도 진주시,202508,336328,36937
경상남도 진주시,202509,336297,36531
경상남도 진주시,202510,336125,36555
경상남도 진주시,202511,335634,37274
경상남도 진주시,202512,335244,37498
경상남도 진주시,202601,334649,38144
경상남도 진주시,202602,334425,37368
경상남도 진주시,202603,334640,37116
경상남도 진주시,202604,334403,37655
경상남도 진주시,202605,334405,37515
경상남도 진주시,202606,334082,37455
경상남도 진주시,202607,333800,37762
경상남도 창녕군,202307,57487,2562
경상남도 창녕군,202308,57367,2553
경상남도 창녕군,202309,57265,2575
경상남도 창녕군,202310,57149,2575
경상남도 창녕군,202311,57059,2510
경상남도 창녕군,202312,56961,2533
경상남도 창녕군,202401,56882,2458
경상남도 창녕군,202402,56771,2557
경상남도 창녕군,202403,56725,2524
경상남도 창녕군,202404,56600,2539
경상남도 창녕군,202405,56450,2468
경상남도 창녕군,202406,56364,2485
경상남도 창녕군,202407,56296,2515
경상남도 창녕군,202408,56160,2519
경상남도 창녕군,202409,56126,2510
경상남도 창녕군,202410,56020,2484
경상남도 창녕군,202411,55939,2593
경상남도 창녕군,202412,55962,2547
경상남도 창녕군,202501,55919,2521
경상남도 창녕군,202502,55677,2568
경상남도 창녕군,202503,55589,2491
경상남도 창녕군,202504,55453,2535
경상남도 창녕군,202505,55404,2587
경상남도 창녕군,202506,55261,2540
경상남도 창녕군,202507,55055,2515
경상남도 창녕군,202508,54970,2522
경상남도 창녕군,202509,54898,2486
경상남도 창녕군,202510,54779,2525
경상남도 창녕군,202511,54726,2521
경상남도 창녕군,202512,54791,2483
경상남도 창녕군,202601,54814,2521
경상남도 창녕군,202602,54772,2473
경상남도 창녕군,202603,54634,2491
경상남도 창녕군,202604,54535,2523
경상남도 창녕군,202605,54432,2506
경상남도 창녕군,202606,54344,2525
경상남도 창녕군,202607,54220,2555
경상남도 창원시 마산합포구,202307,177151,8228
경상남도 창원시 마산합포구,202308,176937,8348
경상남도 창원시 마산합포구,202309,177514,8018
경상남도 창원시 마산합포구,202310,178135,8161
경상남도 창원시 마산합포구,202311,178347,8113
경상남도 창원시 마산합포구,202312,178474,8364
경상남도 창원시 마산합포구,202401,178243,8144
경상남도 창원시 마산합포구,202402,177992,8221
경상남도 창원시 마산합포구,202403,178225,8125
경상남도 창원시 마산합포구,202404,178307,8224
경상남도 창원시 마산합포구,202405,178353,7924
경상남도 창원시 마산합포구,202406,178267,8168
경상남도 창원시 마산합포구,202407,178268,8045
경상남도 창원시 마산합포구,202408,178165,7965
경상남도 창원시 마산합포구,202409,177931,7943
경상남도 창원시 마산합포구,202410,177758,8103
경상남도 창원시 마산합포구,202411,177603,8038
경상남도 창원시 마산합포구,202412,177437,8074
경상남도 창원시 마산합포구,202501,177308,7919
경상남도 창원시 마산합포구,202502,176727,7862
경상남도 창원시 마산합포구,202503,176427,7926
경상남도 창원시 마산합포구,202504,176197,7841
경상남도 창원시 마산합포구,202505,176030,7930
경상남도 창원시 마산합포구,202506,175856,7832
경상남도 창원시 마산합포구,202507,175740,7951
경상남도 창원시 마산합포구,202508,175653,8031
경상남도 창원시 마산합포구,202509,175657,8007
경상남도 창원시 마산합포구,202510,175565,8136
경상남도 창원시 마산합포구,202511,175361,7775
